age;workclass;education;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;result
[-inf-22); Private; Some-college; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); Greece; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Other-service; Other-relative; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-not-inc; Some-college; Widowed; Craft-repair; Unmarried; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[28-30); Private; Some-college; Never-married; Other-service; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 1st-4th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[-inf-22); Private; 7th-8th; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; 9th; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[22-24); Private; Some-college; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; Some-college; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Private; Some-college; Divorced; Priv-house-serv; Other-relative; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Local-gov; Bachelors; Divorced; Exec-managerial; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Self-emp-not-inc; 9th; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Never-married; Tech-support; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Machine-op-inspct; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 11th; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); Mexico; <=50K
[-inf-22); Private; 11th; Never-married; Other-service; Own-child; Black; Male;[-inf-57);[-inf-1552);[-inf-35); Haiti; <=50K
[30-36); Private; 11th; Divorced; Handlers-cleaners; Other-relative; Black; Male;[-inf-57);[1569-1821);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[62-inf); Private; 10th; Widowed; Handlers-cleaners; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Federal-gov; HS-grad; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Assoc-acdm; Never-married; Sales; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; 9th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[22-24); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Adm-clerical; Other-relative; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Local-gov; 5th-6th; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[28-30); Private; 10th; Never-married; Handlers-cleaners; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); State-gov; Some-college; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Machine-op-inspct; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; Some-college; Married-civ-spouse; Farming-fishing; Husband; White; Male;[3120-4244);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; HS-grad; Divorced; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Doctorate; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[24-28); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 11th; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Bachelors; Divorced; Exec-managerial; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Self-emp-not-inc; Assoc-voc; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Local-gov; Masters; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; 11th; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Prof-school; Divorced; Exec-managerial; Not-in-family; White; Male;[-inf-57);[2385-2581);[50-inf); United-States; >50K
[30-36); Private; HS-grad; Never-married; Adm-clerical; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Other-relative; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Assoc-voc; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Japan; <=50K
[-inf-22); State-gov; Some-college; Never-married; Tech-support; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; Some-college; Never-married; Adm-clerical; Not-in-family; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[28-30); Private; Assoc-acdm; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[1569-1821);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Separated; Tech-support; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; HS-grad; Never-married; Other-service; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Self-emp-not-inc; Bachelors; Married-civ-spouse; Prof-specialty; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[40-42); South; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; Some-college; Separated; Sales; Other-relative; Black; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Assoc-acdm; Divorced; Sales; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Self-emp-inc; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; Some-college; Married-civ-spouse; Sales; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[40-42); Philippines; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Self-emp-not-inc; Assoc-acdm; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[62-inf); Private; Some-college; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 11th; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[24-28); Private; Bachelors; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; Some-college; Divorced; Other-service; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[24-28); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[44-62); Private; HS-grad; Divorced; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Some-college; Never-married; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Craft-repair; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Assoc-acdm; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Masters; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[62-inf); Private; Some-college; Widowed; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[28-30); Self-emp-not-inc; Some-college; Divorced; Craft-repair; Not-in-family; White; Male;[57-3048);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; Masters; Widowed; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[30-36); Federal-gov; Some-college; Divorced; Exec-managerial; Unmarried; Asian-Pac-Islander; Female;[-inf-57);[-inf-1552);[40-42); Philippines; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[36-44); Private; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[36-44); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[22-24); Private; HS-grad; Never-married; Sales; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Craft-repair; Not-in-family; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[36-44); Local-gov; Bachelors; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; 10th; Never-married; Adm-clerical; Not-in-family; White; Female;[57-3048);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[24-28); Private; Assoc-acdm; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); Private; HS-grad; Never-married; Exec-managerial; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[62-inf); Self-emp-not-inc; Assoc-voc; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[1979-2162);[40-42); United-States; <=50K
[36-44); Local-gov; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; Masters; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); India; <=50K
[36-44); Private; Some-college; Divorced; Adm-clerical; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[22-24); Private; Some-college; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Local-gov; Bachelors; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; Some-college; Never-married; Other-service; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Local-gov; HS-grad; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Never-married; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Self-emp-not-inc; Some-college; Never-married; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[24-28); Self-emp-not-inc; Some-college; Never-married; Farming-fishing; Own-child; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); State-gov; Some-college; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[28-30); Local-gov; Assoc-acdm; Widowed; Prof-specialty; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Local-gov; Masters; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; 11th; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Local-gov; Some-college; Divorced; Protective-serv; Unmarried; White; Male;[-inf-57);[-inf-1552);[42-50); Germany; <=50K
[30-36); Private; Masters; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Some-college; Divorced; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[3120-4244);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); Greece; <=50K
[30-36); Self-emp-not-inc; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[28-30); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[1882-1923);[50-inf); United-States; >50K
[44-62); State-gov; Some-college; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Federal-gov; 10th; Separated; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1882-1923);[42-50); United-States; >50K
[28-30); Private; 7th-8th; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[24-28); Private; Some-college; Never-married; Tech-support; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
